ID,ID_rock,block_plot,block_day,block,plot,sp,depth,resolution,day_of_year,sampling_date,date,_,serial_nb,fraction,fresh_weight_g,fresh_weight_aff,part_fresh_w,dry_weight,dry_weight_f_100,calc_tot_dry_weight,tot_dry_weight_aff,f_perc_prop_weight_aff,vol_calc_sk_ml,vol_perc_sk,vol_fine_cm3,Date_dry_weighing,soilvol_m3,soilvol_cm3,FRB_g_cm3,SRL_m_g,RLD_m_m3,mycelium,length_cm,length_aff_cm,projarea_cm2,surfarea_cm2,avgdiam_mm,lenpervol_cm_m3,rootvol_cm3,rootvol_class_cm3,rootvol_aff_class_cm3,rtd_g_cm3,tips,forks,crossings,ntips_length_n_cm,nforks_length_n_cm,rdmc_dry_g_fresh_g,loi_perc,tc_perc,tn_perc,ca_mg_kg,k_mg_kg,mg_mg_kg,mn_mg_kg,ep_mg_kg,silt_clay_perc,clay_perc,silt_perc,sand_perc,h2o,moist_bepa_5cm,moist_bepa_5cm_vol100perc,moist_bepa_25cm,moist_bepa_25cm_vol100perc,moist_pist_5cm,moist_pist_5cm_vol100perc,moist_pist_25cm,moist_pist_25cm_vol100perc
2_4_LALA_15_20_500_180814_C,2_4_LALA_15_20,24,2226,2,4,LALA,15_20,500,226,8/14/2018,180814,_,180041,C,0.0000,0.0000,NA,0.0000,,NA,0.0000,,9.94,0.00,0.00,12/17/2018,0,0,0.0000,0.0,0.0,no,0,0,0,0,0,0,0,0.000,0.000,0.000,0,0,0,0.00,0.00,0.00,3.76,1.85,0.125,158.5,17.8,3.13,3.10,63.8,22.07,9.3,12.77,77.93,L,0.057,5.7,0.081,8.1,0.051,5.1,0.055,5.5
2_4_LALA_15_20_500_180814_TF,2_4_LALA_15_20,24,2226,2,4,LALA,15_20,500,226,8/14/2018,180814,_,180042,TF,0.2562,0.2562,NA,0.0818,,NA,0.0818,,9.94,10.14,88.06,12/17/2018,0.000098,98,0.0009,1.2,1090.9,no,9.607,9.607,1.6358,5.139,1.7027,98031.002,0.219,0.235,0.235,0.348,21,27,0,2.19,2.81,0.32,3.76,1.85,0.125,158.5,17.8,3.13,3.10,63.8,22.07,9.3,12.77,77.93,L,0.057,5.7,0.081,8.1,0.051,5.1,0.055,5.5
2_4_LALA_15_20_500_180814_AF,2_4_LALA_15_20,24,2226,2,4,LALA,15_20,500,226,8/14/2018,180814,_,180043,AF,0.0493,0.0795,NA,0.0142,,NA,0.0201,,9.94,10.14,88.06,12/17/2018,0.000098,98,0.0002,132.6,30285.1,no,31.6102,266.697243253591,1.4285,4.4879,0.4519,322553.5102,0.051,0.056,0.116,0.173,205,131,6,0.77,0.49,0.25,3.76,1.85,0.125,158.5,17.8,3.13,3.10,63.8,22.07,9.3,12.77,77.93,L,0.057,5.7,0.081,8.1,0.051,5.1,0.055,5.5
2_4_LALA_15_20_500_180814_F,2_4_LALA_15_20,24,2226,2,4,LALA,15_20,500,226,8/14/2018,180814,_,180044,F,0.0122,0.1220,NA,0.0029,0.0290,NA,0.0290,144.22,9.94,10.14,88.06,12/17/2018,0.000098,98,0.0003,141.7,46676.4,no,41.1042,411.042,1.2869,4.043,0.3131,419430.5782,0.032,0.032,0.321,0.090,260,78,5,0.63,0.19,0.24,3.76,1.85,0.125,158.5,17.8,3.13,3.10,63.8,22.07,9.3,12.77,77.93,L,0.057,5.7,0.081,8.1,0.051,5.1,0.055,5.5
2_4_LALA_15_20_500_180814_D,2_4_LALA_15_20,24,2226,2,4,LALA,15_20,500,226,8/14/2018,180814,_,180045,D,0.1501,0.2419,NA,0.0555,,NA,0.0786,,9.94,10.14,88.06,12/17/2018,0.000098,98,0.0009,25.4,22667.4,no,23.6592,199.614156746409,2.434,7.6467,1.0288,241420.0788,0.197,0.243,0.504,0.156,133,59,1,0.67,0.30,0.32,3.76,1.85,0.125,158.5,17.8,3.13,3.10,63.8,22.07,9.3,12.77,77.93,L,0.057,5.7,0.081,8.1,0.051,5.1,0.055,5.5
2_4_LALA_20_30_500_180814_C,2_4_LALA_20_30,24,2226,2,4,LALA,20_30,500,226,8/14/2018,180814,_,180046,C,0.0000,0.0000,NA,0.0000,,NA,0.0000,,35.66,0.00,0.00,12/17/2018,0,0,0.0000,0.0,0.0,no,0,0,0,0,0,0,0,0.000,0.000,0.000,0,0,0,0.00,0.00,0.00,3.76,1.85,0.125,158.5,17.8,3.13,3.10,63.8,22.07,9.3,12.77,77.93,L,0.057,5.7,0.081,8.1,0.051,5.1,0.055,5.5
2_4_LALA_20_30_500_180814_TF,2_4_LALA_20_30,24,2226,2,4,LALA,20_30,500,226,8/14/2018,180814,_,180047,TF,0.0139,0.0139,NA,0.0044,,NA,0.0044,,35.66,18.20,160.34,12/17/2018,0.000196,196,0.0000,8.6,237.3,no,3.805,3.805,0.3249,1.0205,0.8537,19413.3292,0.022,0.011,0.011,0.407,17,9,0,4.47,2.37,0.32,3.76,1.85,0.125,158.5,17.8,3.13,3.10,63.8,22.07,9.3,12.77,77.93,L,0.057,5.7,0.081,8.1,0.051,5.1,0.055,5.5
2_4_LALA_20_30_500_180814_AF,2_4_LALA_20_30,24,2226,2,4,LALA,20_30,500,226,8/14/2018,180814,_,180048,AF,0.1728,0.2621,NA,0.0544,,NA,0.0909,,35.66,18.20,160.34,12/17/2018,0.000196,196,0.0006,32.3,18317.8,no,125.2854,293.699464599757,5.303,16.66,0.4233,639210.9702,0.176,0.189,0.322,0.282,659,579,30,2.24,1.97,0.35,3.76,1.85,0.125,158.5,17.8,3.13,3.10,63.8,22.07,9.3,12.77,77.93,L,0.057,5.7,0.081,8.1,0.051,5.1,0.055,5.5
2_4_LALA_20_30_500_180814_F,2_4_LALA_20_30,24,2226,2,4,LALA,20_30,500,226,8/14/2018,180814,_,180049,F,0.0130,0.1300,NA,0.0051,0.0510,NA,0.0510,56.10,35.66,18.20,160.34,12/17/2018,0.000196,196,0.0003,36.3,11558.2,no,18.5319,185.319,0.7032,2.2093,0.3795,94550.4815,0.021,0.020,0.203,0.251,128,60,2,0.69,0.32,0.39,3.76,1.85,0.125,158.5,17.8,3.13,3.10,63.8,22.07,9.3,12.77,77.93,L,0.057,5.7,0.081,8.1,0.051,5.1,0.055,5.5
2_4_LALA_20_30_500_180814_D,2_4_LALA_20_30,24,2226,2,4,LALA,20_30,500,226,8/14/2018,180814,_,180050,D,0.0787,0.1194,NA,0.0216,,NA,0.0361,,35.66,18.20,160.34,12/17/2018,0.000196,196,0.0002,8.2,1838.7,no,12.5758,29.4807354002431,1.1471,3.6036,0.9121,64162.1521,0.082,0.099,0.168,0.215,58,40,0,1.97,1.36,0.30,3.76,1.85,0.125,158.5,17.8,3.13,3.10,63.8,22.07,9.3,12.77,77.93,L,0.057,5.7,0.081,8.1,0.051,5.1,0.055,5.5
2_9_PIGL_0_5_500_180814_C,2_9_PIGL_0_5,29,2226,2,9,PIGL,0_5,500,226,8/14/2018,180814,_,180051,C,0.2175,0.2175,NA,0.0662,,NA,0.0662,,16.43,16.77,81.57,12/17/2018,0.000098,98,0.0008,0.7,558.3,no,4.5543,4.5543,1.1058,3.4738,2.4279,46472.69,0.211,0.221,0.221,0.300,4,2,0,0.88,0.44,0.30,4.08,1.86,0.125,235.6,20.9,5.24,2.98,68.8,21.7,10.63,11.07,78.3,L,0.057,5.7,0.081,8.1,0.051,5.1,0.055,5.5
2_9_PIGL_0_5_500_180814_TF,2_9_PIGL_0_5,29,2226,2,9,PIGL,0_5,500,226,8/14/2018,180814,_,180052,TF,0.4755,0.4755,NA,0.1472,,NA,0.1472,,16.43,16.77,81.57,12/17/2018,0.000098,98,0.0018,5.6,10043.1,no,81.9211,81.9211,6.5871,20.6939,0.8041,835929.3987,0.416,0.483,0.483,0.305,253,125,0,3.09,1.53,0.31,4.08,1.86,0.125,235.6,20.9,5.24,2.98,68.8,21.7,10.63,11.07,78.3,L,0.057,5.7,0.081,8.1,0.051,5.1,0.055,5.5
2_9_PIGL_0_5_500_180814_AF,2_9_PIGL_0_5,29,2226,2,9,PIGL,0_5,500,226,8/14/2018,180814,_,180053,AF,1.0421,2.2432,0.4292,0.1024,,0.2486,0.6109,,16.43,16.77,81.57,12/17/2018,0.000098,98,0.0075,35.4,264929.7,yes,649.2029,2161.02567004268,20.6883,64.9943,0.3187,6624519.7547,0.518,0.030,1.126,0.543,2955,2806,246,1.37,1.30,0.27,4.08,1.86,0.125,235.6,20.9,5.24,2.98,68.8,21.7,10.63,11.07,78.3,L,0.057,5.7,0.081,8.1,0.051,5.1,0.055,5.5
2_9_PIGL_0_5_500_180814_F,2_9_PIGL_0_5,29,2226,2,9,PIGL,0_5,500,226,8/14/2018,180814,_,180054,F,0.1354,1.3540,NA,0.0428,0.4280,NA,0.4280,70.06,16.43,16.77,81.57,12/17/2018,0.000098,98,0.0052,38.9,204281.2,yes,166.6317,1666.317,4.7521,14.9291,0.2852,1700323.0556,0.106,0.649,6.492,0.066,1210,710,56,0.73,0.43,0.32,4.08,1.86,0.125,235.6,20.9,5.24,2.98,68.8,21.7,10.63,11.07,78.3,L,0.057,5.7,0.081,8.1,0.051,5.1,0.055,5.5
2_9_PIGL_0_5_500_180814_D,2_9_PIGL_0_5,29,2226,2,9,PIGL,0_5,500,226,8/14/2018,180814,_,180055,D,0.1327,0.2856,NA,0.0451,,0.2486,0.1108,,16.43,16.77,81.57,12/17/2018,0.000098,98,0.0014,19.9,27073.4,yes,66.3425,220.836729957316,3.1561,9.9153,0.4757,676963.9249,0.118,0.148,5.544,0.020,263,191,10,1.19,0.86,0.39,4.08,1.86,0.125,235.6,20.9,5.24,2.98,68.8,21.7,10.63,11.07,78.3,L,0.057,5.7,0.081,8.1,0.051,5.1,0.055,5.5
2_9_PIGL_5_10_500_180814_C,2_9_PIGL_5_10,29,2226,2,9,PIGL,5_10,500,226,8/14/2018,180814,_,180056,C,0.9920,0.9920,NA,0.3003,,NA,0.3003,,7.43,7.58,90.57,12/17/2018,0.000098,98,0.0033,0.3,1047.6,no,9.4883,9.4883,2.8267,8.8803,2.9791,96819.5422,0.661,0.866,0.866,0.347,19,25,1,2.00,2.63,0.30,4.08,1.86,0.125,235.6,20.9,5.24,2.98,68.8,21.7,10.63,11.07,78.3,L,0.057,5.7,0.081,8.1,0.051,5.1,0.055,5.5
2_9_PIGL_5_10_500_180814_TF,2_9_PIGL_5_10,29,2226,2,9,PIGL,5_10,500,226,8/14/2018,180814,_,180057,TF,0.7853,0.7853,NA,0.2434,,NA,0.2434,,7.43,7.58,90.57,12/17/2018,0.000098,98,0.0027,5.2,14078.9,no,127.5136,127.5136,10.0127,31.4557,0.7852,1301159.139,0.617,0.708,0.708,0.344,390,164,4,3.06,1.29,0.31,4.08,1.86,0.125,235.6,20.9,5.24,2.98,68.8,21.7,10.63,11.07,78.3,L,0.057,5.7,0.081,8.1,0.051,5.1,0.055,5.5
2_9_PIGL_5_10_500_180814_AF,2_9_PIGL_5_10,29,2226,2,9,PIGL,5_10,500,226,8/14/2018,180814,_,180058,AF,0.3951,1.3710,NA,0.1275,,NA,0.4913,,7.43,7.58,90.57,12/17/2018,0.000098,98,0.0054,51.0,276879.8,no,368.6738,2507.72327268877,12.6329,39.6876,0.3427,3761977.077,0.34,0.351,1.669,0.294,1568,1082,104,0.63,0.43,0.36,4.08,1.86,0.125,235.6,20.9,5.24,2.98,68.8,21.7,10.63,11.07,78.3,L,0.057,5.7,0.081,8.1,0.051,5.1,0.055,5.5
2_9_PIGL_5_10_500_180814_F,2_9_PIGL_5_10,29,2226,2,9,PIGL,5_10,500,226,8/14/2018,180814,_,180059,F,0.1487,1.4870,NA,0.0541,0.5410,NA,0.5410,110.11,7.43,7.58,90.57,12/17/2018,0.000098,98,0.0060,45.2,270279.1,no,244.7941,2447.941,8.0033,25.1431,0.3269,2497899.24,0.206,0.210,2.101,0.257,1088,993,114,0.44,0.41,0.36,4.08,1.86,0.125,235.6,20.9,5.24,2.98,68.8,21.7,10.63,11.07,78.3,L,0.057,5.7,0.081,8.1,0.051,5.1,0.055,5.5
2_9_PIGL_5_10_500_180814_D,2_9_PIGL_5_10,29,2226,2,9,PIGL,5_10,500,226,8/14/2018,180814,_,180060,D,0.2069,0.7180,NA,0.0621,,NA,0.2393,,7.43,7.58,90.57,12/17/2018,0.000098,98,0.0026,15.1,39983.1,no,53.2387,362.130227311231,3.5359,11.1083,0.6642,543251.8817,0.184,0.208,0.991,0.241,131,98,2,0.36,0.27,0.33,4.08,1.86,0.125,235.6,20.9,5.24,2.98,68.8,21.7,10.63,11.07,78.3,L,0.057,5.7,0.081,8.1,0.051,5.1,0.055,5.5
2_9_PIGL_10_15_500_180814_C,2_9_PIGL_10_15,29,2226,2,9,PIGL,10_15,500,226,8/14/2018,180814,_,180061,C,0.0000,0.0000,NA,0.0000,,NA,0.0000,,6.29,0.00,0.00,12/17/2018,0,0,0.0000,0.0,0.0,no,0,0,0,0,0,0,0,0.000,0.000,0.000,0,0,0,0.00,0.00,0.00,4.08,1.86,0.125,235.6,20.9,5.24,2.98,68.8,21.7,10.63,11.07,78.3,L,0.057,5.7,0.081,8.1,0.051,5.1,0.055,5.5
2_9_PIGL_10_15_500_180814_TF,2_9_PIGL_10_15,29,2226,2,9,PIGL,10_15,500,226,8/14/2018,180814,_,180062,TF,0.3121,0.3121,NA,0.1055,,NA,0.1055,,6.29,6.42,91.71,12/17/2018,0.000098,98,0.0012,5.8,6644.8,no,60.9384,60.9384,4.86,15.2683,0.7975,621820.9145,0.304,0.349,0.349,0.303,90,58,1,1.48,0.95,0.34,4.08,1.86,0.125,235.6,20.9,5.24,2.98,68.8,21.7,10.63,11.07,78.3,L,0.057,5.7,0.081,8.1,0.051,5.1,0.055,5.5
2_9_PIGL_10_15_500_180814_AF,2_9_PIGL_10_15,29,2226,2,9,PIGL,10_15,500,226,8/14/2018,180814,_,180063,AF,0.1645,1.2493,NA,0.0507,,NA,0.5394,,6.29,6.42,91.71,12/17/2018,0.000098,98,0.0059,50.9,299210.7,no,140.4571,2743.99981304925,4.8866,15.3516,0.3479,1433236.102,0.134,0.133,1.403,0.384,463,307,14,0.17,0.11,0.43,4.08,1.86,0.125,235.6,20.9,5.24,2.98,68.8,21.7,10.63,11.07,78.3,L,0.057,5.7,0.081,8.1,0.051,5.1,0.055,5.5
2_9_PIGL_10_15_500_180814_F,2_9_PIGL_10_15,29,2226,2,9,PIGL,10_15,500,226,8/14/2018,180814,_,180064,F,0.1640,1.6400,NA,0.0721,0.7210,NA,0.7210,133.67,6.29,6.42,91.71,12/17/2018,0.000098,98,0.0079,41.3,324695.0,no,297.7711,2977.711,9.6501,30.3166,0.3241,3038480.123,0.246,0.224,2.238,0.322,1510,1046,110,0.51,0.35,0.44,4.08,1.86,0.125,235.6,20.9,5.24,2.98,68.8,21.7,10.63,11.07,78.3,L,0.057,5.7,0.081,8.1,0.051,5.1,0.055,5.5
2_9_PIGL_10_15_500_180814_D,2_9_PIGL_10_15,29,2226,2,9,PIGL,10_15,500,226,8/14/2018,180814,_,180065,D,0.0842,0.6394,NA,0.0241,,NA,0.2564,,6.29,6.42,91.71,12/17/2018,0.000098,98,0.0028,15.4,43001.1,no,20.1858,394.354086950746,1.494,4.6934,0.7401,205977.1295,0.087,0.102,1.070,0.240,45,33,0,0.11,0.08,0.40,4.08,1.86,0.125,235.6,20.9,5.24,2.98,68.8,21.7,10.63,11.07,78.3,L,0.057,5.7,0.081,8.1,0.051,5.1,0.055,5.5
2_9_PIGL_15_20_500_180814_C,2_9_PIGL_15_20,29,2226,2,9,PIGL,15_20,500,226,8/14/2018,180814,_,180066,C,0.2301,0.2301,NA,0.1220,,NA,0.1220,,7.93,8.09,90.07,12/17/2018,0.000098,98,0.0014,0.8,1147.1,no,10.3323,10.3323,1.8192,5.7152,1.7607,105431.851,0.252,0.257,0.257,0.475,18,20,0,1.74,1.94,0.53,4.08,1.86,0.125,235.6,20.9,5.24,2.98,68.8,21.7,10.63,11.07,78.3,L,0.057,5.7,0.081,8.1,0.051,5.1,0.055,5.5
2_9_PIGL_15_20_500_180814_TF,2_9_PIGL_15_20,29,2226,2,9,PIGL,15_20,500,226,8/14/2018,180814,_,180067,TF,0.1174,0.1174,NA,0.0718,,NA,0.0718,,7.93,8.09,90.07,12/17/2018,0.000098,98,0.0008,5.0,4022.0,no,36.2275,36.2275,2.838,8.9159,0.7834,369668.3644,0.175,0.201,0.201,0.357,62,30,0,1.71,0.83,0.61,4.08,1.86,0.125,235.6,20.9,5.24,2.98,68.8,21.7,10.63,11.07,78.3,L,0.057,5.7,0.081,8.1,0.051,5.1,0.055,5.5
2_9_PIGL_15_20_500_180814_AF,2_9_PIGL_15_20,29,2226,2,9,PIGL,15_20,500,226,8/14/2018,180814,_,180068,AF,0.1875,0.3889,NA,0.0569,,NA,0.1252,,7.93,8.09,90.07,12/17/2018,0.000098,98,0.0014,53.8,74783.6,no,158.0753,673.596127835444,5.8062,18.2408,0.3673,1613012.849,0.167,0.164,0.490,0.255,592,569,33,0.88,0.84,0.32,4.08,1.86,0.125,235.6,20.9,5.24,2.98,68.8,21.7,10.63,11.07,78.3,L,0.057,5.7,0.081,8.1,0.051,5.1,0.055,5.5
2_9_PIGL_15_20_500_180814_F,2_9_PIGL_15_20,29,2226,2,9,PIGL,15_20,500,226,8/14/2018,180814,_,180069,F,0.0324,0.3240,NA,0.0111,0.1110,NA,0.1110,88.67,7.93,8.09,90.07,12/17/2018,0.000098,98,0.0012,56.8,69955.2,no,63.0105,630.105,1.9589,6.154,0.3109,642964.7726,0.048,0.045,0.453,0.245,370,143,19,0.59,0.23,0.34,4.08,1.86,0.125,235.6,20.9,5.24,2.98,68.8,21.7,10.63,11.07,78.3,L,0.057,5.7,0.081,8.1,0.051,5.1,0.055,5.5
2_9_PIGL_15_20_500_180814_D,2_9_PIGL_15_20,29,2226,2,9,PIGL,15_20,500,226,8/14/2018,180814,_,180070,D,0.1141,0.2367,NA,0.0356,,NA,0.0783,,7.93,8.09,90.07,12/17/2018,0.000098,98,0.0009,19.1,16622.1,no,35.1352,149.719372164556,2.5464,7.9998,0.7247,358522.749,0.145,0.064,0.191,0.410,85,56,0,0.57,0.37,0.33,4.08,1.86,0.125,235.6,20.9,5.24,2.98,68.8,21.7,10.63,11.07,78.3,L,0.057,5.7,0.081,8.1,0.051,5.1,0.055,5.5
2_9_PIGL_20_30_500_180814_C,2_9_PIGL_20_30,29,2226,2,9,PIGL,20_30,500,226,8/14/2018,180814,_,180071,C,0.1580,0.1580,NA,0.0619,,NA,0.0619,,16.80,8.57,179.20,12/17/2018,0.000196,196,0.0003,0.8,284.8,no,5.1037,5.1037,0.9121,2.8654,1.7871,26039.1534,0.128,0.146,0.146,0.425,9,5,1,1.76,0.98,0.39,4.08,1.86,0.125,235.6,20.9,5.24,2.98,68.8,21.7,10.63,11.07,78.3,L,0.057,5.7,0.081,8.1,0.051,5.1,0.055,5.5
2_9_PIGL_20_30_500_180814_TF,2_9_PIGL_20_30,29,2226,2,9,PIGL,20_30,500,226,8/14/2018,180814,_,180072,TF,0.2446,0.2446,NA,0.0796,,NA,0.0796,,16.80,8.57,179.20,12/17/2018,0.000196,196,0.0004,3.1,1379.3,no,24.7173,24.7173,2.3656,7.4318,0.9571,126108.654,0.178,0.248,0.248,0.321,87,60,1,3.52,2.43,0.33,4.08,1.86,0.125,235.6,20.9,5.24,2.98,68.8,21.7,10.63,11.07,78.3,L,0.057,5.7,0.081,8.1,0.051,5.1,0.055,5.5
2_9_PIGL_20_30_500_180814_AF,2_9_PIGL_20_30,29,2226,2,9,PIGL,20_30,500,226,8/14/2018,180814,_,180073,AF,0.0989,0.2316,NA,0.0313,,NA,0.0781,,16.80,8.57,179.20,12/17/2018,0.000196,196,0.0004,45.3,19736.2,no,95.1648,353.681546882777,3.2323,10.1545,0.3396,485534.7341,0.086,0.088,0.186,0.419,395,375,36,1.12,1.06,0.34,4.08,1.86,0.125,235.6,20.9,5.24,2.98,68.8,21.7,10.63,11.07,78.3,L,0.057,5.7,0.081,8.1,0.051,5.1,0.055,5.5
2_9_PIGL_20_30_500_180814_F,2_9_PIGL_20_30,29,2226,2,9,PIGL,20_30,500,226,8/14/2018,180814,_,180074,F,0.0220,0.2200,NA,0.0077,0.0770,NA,0.0770,98.59,16.80,8.57,179.20,12/17/2018,0.000196,196,0.0004,39.3,16871.8,no,30.2351,302.351,0.9691,3.0444,0.3205,154260.5594,0.024,0.023,0.232,0.332,179,81,7,0.59,0.27,0.35,4.08,1.86,0.125,235.6,20.9,5.24,2.98,68.8,21.7,10.63,11.07,78.3,L,0.057,5.7,0.081,8.1,0.051,5.1,0.055,5.5
2_9_PIGL_20_30_500_180814_D,2_9_PIGL_20_30,29,2226,2,9,PIGL,20_30,500,226,8/14/2018,180814,_,180075,D,0.0651,0.1524,NA,0.0202,,NA,0.0504,,16.80,8.57,179.20,12/17/2018,0.000196,196,0.0003,11.9,3346.5,no,16.1362,59.9704531172227,1.4349,4.5079,0.8893,82327.3538,0.1,0.121,0.255,0.198,56,34,0,0.93,0.57,0.33,4.08,1.86,0.125,235.6,20.9,5.24,2.98,68.8,21.7,10.63,11.07,78.3,L,0.057,5.7,0.081,8.1,0.051,5.1,0.055,5.5
2_7_BEPA_0_5_500_180816_C,2_7_BEPA_0_5,27,2228,2,7,BEPA,0_5,500,228,8/16/2018,180816,_,180076,C,0.0000,0.0000,NA,0.0000,,NA,0.0000,,8.06,0.00,0.00,12/18/2018,0,0,0.0000,0.0,0.0,no,0,0,0,0,0,0,0,0.000,0.000,0.000,0,0,0,0.00,0.00,0.00,3.42,1.54,0.108,134.1,21.6,3.37,3.73,71.7,18.04,8.22,9.82,81.96,L,0.054,5.4,0.075,7.5,0.050,5.0,0.054,5.4
2_7_BEPA_0_5_500_180816_TF,2_7_BEPA_0_5,27,2228,2,7,BEPA,0_5,500,228,8/16/2018,180816,_,180077,TF,0.1086,0.1086,NA,0.0469,,NA,0.0469,,8.06,8.23,89.94,12/18/2018,0.000098,98,0.0005,6.8,3534.4,no,31.7883,31.7883,1.9138,6.0125,0.6021,324370.7432,0.09,0.094,0.094,0.501,52,54,0,1.64,1.70,0.43,3.42,1.54,0.108,134.1,21.6,3.37,3.73,71.7,18.04,8.22,9.82,81.96,L,0.054,5.4,0.075,7.5,0.050,5.0,0.054,5.4
2_7_BEPA_0_5_500_180816_AF,2_7_BEPA_0_5,27,2228,2,7,BEPA,0_5,500,228,8/16/2018,180816,_,180078,AF,0.3669,0.9555,0.0326,0.0238,,0.2679,0.6597,,8.06,8.23,89.94,12/18/2018,0.000098,98,0.0073,39.8,292238.8,no,674.1551,2628.36751414611,16.4614,51.7149,0.2442,6879133.817,0.316,0.107,0.633,1.042,3329,3226,427,1.27,1.23,0.69,3.42,1.54,0.108,134.1,21.6,3.37,3.73,71.7,18.04,8.22,9.82,81.96,L,0.054,5.4,0.075,7.5,0.050,5.0,0.054,5.4
2_7_BEPA_0_5_500_180816_F,2_7_BEPA_0_5,27,2228,2,7,BEPA,0_5,500,228,8/16/2018,180816,_,180079,F,0.0901,0.9010,NA,0.0443,0.4430,NA,0.4430,67.16,8.06,8.23,89.94,12/18/2018,0.000098,98,0.0049,48.7,239681.3,no,215.567,2155.67,6.046,18.994,0.2805,2199663.045,0.133,0.155,1.553,0.285,1487,913,107,0.69,0.42,0.49,3.42,1.54,0.108,134.1,21.6,3.37,3.73,71.7,18.04,8.22,9.82,81.96,L,0.054,5.4,0.075,7.5,0.050,5.0,0.054,5.4
2_7_BEPA_0_5_500_180816_D,2_7_BEPA_0_5,27,2228,2,7,BEPA,0_5,500,228,8/16/2018,180816,_,180080,D,0.1947,0.5071,NA,0.0350,,0.2679,0.0862,,8.06,8.23,89.94,12/18/2018,0.000098,98,0.0010,31.4,30126.6,no,69.4979,270.955485853886,3.6963,11.6122,0.5319,709162.7367,0.154,0.209,1.235,0.070,225,165,3,0.83,0.61,0.17,3.42,1.54,0.108,134.1,21.6,3.37,3.73,71.7,18.04,8.22,9.82,81.96,L,0.054,5.4,0.075,7.5,0.050,5.0,0.054,5.4
2_7_BEPA_5_10_500_180816_C,2_7_BEPA_5_10,27,2228,2,7,BEPA,5_10,500,228,8/16/2018,180816,_,180081,C,0.0000,0.0000,NA,0.0000,,NA,0.0000,,8.67,0.00,0.00,12/18/2018,0,0,0.0000,0.0,0.0,no,0,0,0,0,0,0,0,0.000,0.000,0.000,0,0,0,0.00,0.00,0.00,3.42,1.54,0.108,134.1,21.6,3.37,3.73,71.7,18.04,8.22,9.82,81.96,L,0.054,5.4,0.075,7.5,0.050,5.0,0.054,5.4
2_7_BEPA_5_10_500_180816_TF,2_7_BEPA_5_10,27,2228,2,7,BEPA,5_10,500,228,8/16/2018,180816,_,180082,TF,0.1363,0.1363,NA,0.0637,,NA,0.0637,,8.67,8.84,89.33,12/18/2018,0.000098,98,0.0007,3.4,2421.7,no,21.6335,21.6335,1.8309,5.7519,0.8463,220749.8619,0.122,0.103,0.103,0.618,40,34,0,1.85,1.57,0.47,3.42,1.54,0.108,134.1,21.6,3.37,3.73,71.7,18.04,8.22,9.82,81.96,L,0.054,5.4,0.075,7.5,0.050,5.0,0.054,5.4
2_7_BEPA_5_10_500_180816_AF,2_7_BEPA_5_10,27,2228,2,7,BEPA,5_10,500,228,8/16/2018,180816,_,180083,AF,0.1674,0.3318,NA,0.0601,,NA,0.1237,,8.67,8.84,89.33,12/18/2018,0.000098,98,0.0014,99.4,137574.4,no,316.9139,1228.9916990921,9.2143,28.9475,0.2908,3233815.486,0.21,0.221,0.579,0.214,1520,1492,135,1.24,1.21,0.37,3.42,1.54,0.108,134.1,21.6,3.37,3.73,71.7,18.04,8.22,9.82,81.96,L,0.054,5.4,0.075,7.5,0.050,5.0,0.054,5.4
2_7_BEPA_5_10_500_180816_F,2_7_BEPA_5_10,27,2228,2,7,BEPA,5_10,500,228,8/16/2018,180816,_,180084,F,0.0239,0.2390,NA,0.0080,0.0800,NA,0.0800,64.67,8.67,8.84,89.33,12/18/2018,0.000098,98,0.0009,126.9,113614.5,no,101.4951,1014.951,2.6462,8.3134,0.2607,1035664.626,0.054,0.052,0.523,0.153,713,437,39,0.70,0.43,0.33,3.42,1.54,0.108,134.1,21.6,3.37,3.73,71.7,18.04,8.22,9.82,81.96,L,0.054,5.4,0.075,7.5,0.050,5.0,0.054,5.4
2_7_BEPA_5_10_500_180816_D,2_7_BEPA_5_10,27,2228,2,7,BEPA,5_10,500,228,8/16/2018,180816,_,180085,D,0.0759,0.1505,NA,0.0155,,NA,0.0319,,8.67,8.84,89.33,12/18/2018,0.000098,98,0.0004,43.5,15517.0,no,35.7447,138.617900907904,1.9402,6.0952,0.5428,364742.3379,0.083,0.102,0.267,0.119,126,84,0,0.91,0.61,0.21,3.42,1.54,0.108,134.1,21.6,3.37,3.73,71.7,18.04,8.22,9.82,81.96,L,0.054,5.4,0.075,7.5,0.050,5.0,0.054,5.4
2_7_BEPA_10_15_500_180816_C,2_7_BEPA_10_15,27,2228,2,7,BEPA,10_15,500,228,8/16/2018,180816,_,180086,C,0.0000,0.0000,NA,0.0000,,NA,0.0000,,19.31,0.00,0.00,12/18/2018,0,0,0.0000,0.0,0.0,no,0,0,0,0,0,0,0,0.000,0.000,0.000,0,0,0,0.00,0.00,0.00,3.42,1.54,0.108,134.1,21.6,3.37,3.73,71.7,18.04,8.22,9.82,81.96,L,0.054,5.4,0.075,7.5,0.050,5.0,0.054,5.4
