ID,ID_rock,block_plot,block_day,block,plot,sp,depth,resolution,day_of_year,sampling_date,date,_,serial_nb,fraction,fresh_weight_g,fresh_weight_aff,part_fresh_w,dry_weight,dry_weight_f_100,calc_tot_dry_weight,tot_dry_weight_aff,f_perc_prop_weight_aff,vol_calc_sk_ml,vol_perc_sk,vol_fine_cm3,Date_dry_weighing,soilvol_m3,soilvol_cm3,FRB_g_cm3,SRL_m_g,RLD_m_m3,mycelium,length_cm,length_aff_cm,projarea_cm2,surfarea_cm2,avgdiam_mm,lenpervol_cm_m3,rootvol_cm3,rootvol_class_cm3,rootvol_aff_class_cm3,rtd_g_cm3,tips,forks,crossings,ntips_length_n_cm,nforks_length_n_cm,rdmc_dry_g_fresh_g,loi_perc,tc_perc,tn_perc,ca_mg_kg,k_mg_kg,mg_mg_kg,mn_mg_kg,ep_mg_kg,silt_clay_perc,clay_perc,silt_perc,sand_perc,h2o,moist_bepa_5cm,moist_bepa_5cm_vol100perc,moist_bepa_25cm,moist_bepa_25cm_vol100perc,moist_pist_5cm,moist_pist_5cm_vol100perc,moist_pist_25cm,moist_pist_25cm_vol100perc
7_10_PIST_10_15_500_180912_TF,7_10_PIST_10_15,710,7255,7,10,PIST,10_15,500,255,9/12/2018,180912,_,181062,TF,0.7674,0.7674,NA,0.1979,,NA,0.1979,,4.91,5.01,93.09,9/17/2019,0.000098,98,0.0021,3.0,6423.5,no,59.7959,59.7959,7.1567,22.4835,1.1969,610162.6894,0.673,0.207,0.207,0.957,52,26,0,0.87,0.43,0.26,4.05,1.75,0.113,319.9,16.3,7.09,2.34,59.4,16.71,9.30,7.41,83.29,H,0.102,10.2,0.128,12.8,0.088,8.8,0.113,11.3
7_10_PIST_10_15_500_180912_AF,7_10_PIST_10_15,710,7255,7,10,PIST,10_15,500,255,9/12/2018,180912,_,181063,AF,0.2504,0.7895,NA,0.0655,,NA,0.2359,,4.91,5.01,93.09,9/17/2019,0.000098,98,0.0025,36.5,92550.3,no,131.9869,861.539064773188,6.0406,18.9770,0.4577,1346804.8771,0.217,0.738,2.634,0.090,453,259,8,0.53,0.30,0.30,4.05,1.75,0.113,319.9,16.3,7.09,2.34,59.4,16.71,9.30,7.41,83.29,H,0.102,10.2,0.128,12.8,0.088,8.8,0.113,11.3
7_10_PIST_10_15_500_180912_F,7_10_PIST_10_15,710,7255,7,10,PIST,10_15,500,255,9/12/2018,180912,_,181064,F,0.1986,1.9860,NA,0.0564,0.5640,NA,0.5640,239.09,4.91,5.01,93.09,9/17/2019,0.000098,98,0.0061,21.8,131939.4,no,122.8208,1228.208,5.7960,18.2087,0.4719,1253273.1826,0.215,0.249,2.485,0.227,860,481,12,0.70,0.39,0.28,4.05,1.75,0.113,319.9,16.3,7.09,2.34,59.4,16.71,9.30,7.41,83.29,H,0.102,10.2,0.128,12.8,0.088,8.8,0.113,11.3
7_10_PIST_10_15_500_180912_D,7_10_PIST_10_15,710,7255,7,10,PIST,10_15,500,255,9/12/2018,180912,_,181065,D,0.6721,2.1190,NA,0.1513,,NA,0.5449,,4.91,5.01,93.09,9/17/2019,0.000098,98,0.0059,10.8,63259.0,no,90.2143,588.870135226813,8.1910,25.7329,0.9080,920553.6552,0.584,0.229,0.818,0.666,139,75,0,0.24,0.13,0.26,4.05,1.75,0.113,319.9,16.3,7.09,2.34,59.4,16.71,9.30,7.41,83.29,H,0.102,10.2,0.128,12.8,0.088,8.8,0.113,11.3
7_10_PIST_15_20_500_180912_C,7_10_PIST_15_20,710,7255,7,10,PIST,15_20,500,255,9/12/2018,180912,_,181066,C,0.6913,0.6913,NA,0.1974,,NA,0.1974,,4.85,4.95,93.15,9/17/2019,0.000098,98,0.0021,0.6,1316.4,no,12.2622,12.2622,3.2844,10.3182,2.6785,125124.5160,0.691,0.708,0.708,0.279,7,1,0,0.57,0.08,0.29,4.05,1.75,0.113,319.9,16.3,7.09,2.34,59.4,16.71,9.30,7.41,83.29,H,0.102,10.2,0.128,12.8,0.088,8.8,0.113,11.3
7_10_PIST_15_20_500_180912_TF,7_10_PIST_15_20,710,7255,7,10,PIST,15_20,500,255,9/12/2018,180912,_,181067,TF,0.9631,0.9631,NA,0.2378,,NA,0.2378,,4.85,4.95,93.15,9/17/2019,0.000098,98,0.0026,4.3,10902.2,no,101.5568,101.5568,10.9735,34.4742,1.0805,1036293.4557,0.931,0.766,0.766,0.310,169,119,1,1.66,1.17,0.25,4.05,1.75,0.113,319.9,16.3,7.09,2.34,59.4,16.71,9.30,7.41,83.29,H,0.102,10.2,0.128,12.8,0.088,8.8,0.113,11.3
7_10_PIST_15_20_500_180912_AF,7_10_PIST_15_20,710,7255,7,10,PIST,15_20,500,255,9/12/2018,180912,_,181068,AF,0.3546,1.3183,NA,0.0871,,NA,0.3379,,4.85,4.95,93.15,9/17/2019,0.000098,98,0.0036,20.3,73566.5,no,127.4274,685.293705538527,6.7113,21.0842,0.5267,1300279.9398,0.278,1.023,3.506,0.096,477,269,10,0.70,0.39,0.26,4.05,1.75,0.113,319.9,16.3,7.09,2.34,59.4,16.71,9.30,7.41,83.29,H,0.102,10.2,0.128,12.8,0.088,8.8,0.113,11.3
7_10_PIST_15_20_500_180912_F,7_10_PIST_15_20,710,7255,7,10,PIST,15_20,500,255,9/12/2018,180912,_,181069,F,0.1121,1.1210,NA,0.0292,0.2920,NA,0.2920,86.41,4.85,4.95,93.15,9/17/2019,0.000098,98,0.0031,21.6,67617.4,no,62.9876,629.876,2.9822,9.3689,0.4735,642730.6588,0.111,0.275,2.749,0.106,485,209,1,0.77,0.33,0.26,4.05,1.75,0.113,319.9,16.3,7.09,2.34,59.4,16.71,9.30,7.41,83.29,H,0.102,10.2,0.128,12.8,0.088,8.8,0.113,11.3
7_10_PIST_15_20_500_180912_D,7_10_PIST_15_20,710,7255,7,10,PIST,15_20,500,255,9/12/2018,180912,_,181070,D,0.0579,0.2152,NA,0.0143,,NA,0.0555,,4.85,4.95,93.15,9/17/2019,0.000098,98,0.0006,15.9,9496.0,no,16.4484,88.458094461473,1.0727,3.3700,0.6522,167840.6136,0.055,0.110,0.377,0.147,48,30,0,0.54,0.34,0.26,4.05,1.75,0.113,319.9,16.3,7.09,2.34,59.4,16.71,9.30,7.41,83.29,H,0.102,10.2,0.128,12.8,0.088,8.8,0.113,11.3
7_10_PIST_20_30_500_180912_C,7_10_PIST_20_30,710,7255,7,10,PIST,20_30,500,255,9/12/2018,180912,_,181071,C,0.9352,0.9352,NA,0.3173,,NA,0.3173,,9.95,5.08,186.05,9/17/2019,0.000196,196,0.0017,0.5,768.1,no,14.2893,14.2893,4.0925,12.8571,2.8641,72904.6187,0.921,0.072,0.072,4.413,13,15,0,0.91,1.05,0.34,4.05,1.75,0.113,319.9,16.3,7.09,2.34,59.4,16.71,9.30,7.41,83.29,H,0.102,10.2,0.128,12.8,0.088,8.8,0.113,11.3
7_10_PIST_20_30_500_180912_TF,7_10_PIST_20_30,710,7255,7,10,PIST,20_30,500,255,9/12/2018,180912,_,181072,TF,0.4005,0.4005,NA,0.0932,,NA,0.0932,,9.95,5.08,186.05,9/17/2019,0.000196,196,0.0005,4.6,2303.9,no,42.8641,42.8641,4.5296,14.2302,1.0567,218694.4950,0.376,0.972,0.972,0.096,75,45,1,1.75,1.05,0.23,4.05,1.75,0.113,319.9,16.3,7.09,2.34,59.4,16.71,9.30,7.41,83.29,H,0.102,10.2,0.128,12.8,0.088,8.8,0.113,11.3
7_10_PIST_20_30_500_180912_AF,7_10_PIST_20_30,710,7255,7,10,PIST,20_30,500,255,9/12/2018,180912,_,181073,AF,0.2118,0.4194,NA,0.0451,,NA,0.0962,,9.95,5.08,186.05,9/17/2019,0.000196,196,0.0005,46.2,23872.3,no,126.8114,444.135627443979,5.1558,16.1973,0.4066,646996.9997,0.165,0.412,2.039,0.047,447,288,8,1.01,0.65,0.23,4.05,1.75,0.113,319.9,16.3,7.09,2.34,59.4,16.71,9.30,7.41,83.29,H,0.102,10.2,0.128,12.8,0.088,8.8,0.113,11.3
7_10_PIST_20_30_500_180912_F,7_10_PIST_20_30,710,7255,7,10,PIST,20_30,500,255,9/12/2018,180912,_,181074,F,0.0482,0.4820,NA,0.0129,0.1290,NA,0.1290,134.06,9.95,5.08,186.05,9/17/2019,0.000196,196,0.0007,30.5,21123.6,no,39.2997,392.997,1.5145,4.7579,0.3854,200508.6941,0.046,0.182,1.818,0.071,285,120,6,0.73,0.31,0.27,4.05,1.75,0.113,319.9,16.3,7.09,2.34,59.4,16.71,9.30,7.41,83.29,H,0.102,10.2,0.128,12.8,0.088,8.8,0.113,11.3
7_10_PIST_20_30_500_180912_D,7_10_PIST_20_30,710,7255,7,10,PIST,20_30,500,255,9/12/2018,180912,_,181075,D,0.2799,0.5543,NA,0.0687,,NA,0.1466,,9.95,5.08,186.05,9/17/2019,0.000196,196,0.0008,7.2,5692.9,no,30.2409,105.913672556021,3.3400,10.4931,1.1045,154290.2100,0.290,0.049,0.240,0.611,49,31,0,0.46,0.29,0.26,4.05,1.75,0.113,319.9,16.3,7.09,2.34,59.4,16.71,9.30,7.41,83.29,H,0.102,10.2,0.128,12.8,0.088,8.8,0.113,11.3
7_11_ACSA_0_5_500_180913_C,7_11_ACSA_0_5,711,7256,7,11,ACSA,0_5,500,256,9/13/2018,180913,_,181076,C,0.0000,0.0000,NA,0.0000,,NA,0.0000,,11.66,0.00,0.00,9/17/2019,0,0,0.0000,0.0,0.0,no,0,0,0,0,0,0,0,0.000,0.000,0.000,0,0,0,0.00,0.00,0.00,4.19,1.94,0.131,219.8,20.7,8.87,3.37,64.9,17.25,9.93,7.32,82.75,H,0.093,9.3,0.116,11.6,0.081,8.1,0.108,10.8
7_11_ACSA_0_5_500_180913_TF,7_11_ACSA_0_5,711,7256,7,11,ACSA,0_5,500,256,9/13/2018,180913,_,181077,TF,0.2719,0.2719,NA,0.1257,,NA,0.1257,,11.66,11.89,86.34,9/17/2019,0.000098,98,0.0015,10.5,15251.4,no,131.6877,131.6877,6.0587,19.0341,0.4601,1343752.3748,0.219,0.337,0.337,0.373,190,130,2,1.44,0.99,0.46,4.19,1.94,0.131,219.8,20.7,8.87,3.37,64.9,17.25,9.93,7.32,82.75,H,0.093,9.3,0.116,11.6,0.081,8.1,0.108,10.8
7_11_ACSA_0_5_500_180913_AF,7_11_ACSA_0_5,711,7256,7,11,ACSA,0_5,500,256,9/13/2018,180913,_,181078,AF,1.4714,2.2926,1.1291,0.2553,,0.3327,0.5168,,11.66,11.89,86.34,9/17/2019,0.000098,98,0.0060,57.6,344501.8,no,1650.1649,2974.586536658,51.5807,162.0456,0.3126,16838416.9156,1.266,0.235,8.502,0.061,4891,4463,622,1.64,1.50,0.23,4.19,1.94,0.131,219.8,20.7,8.87,3.37,64.9,17.25,9.93,7.32,82.75,H,0.093,9.3,0.116,11.6,0.081,8.1,0.108,10.8
7_11_ACSA_0_5_500_180913_F,7_11_ACSA_0_5,711,7256,7,11,ACSA,0_5,500,256,9/13/2018,180913,_,181079,F,0.0946,0.9460,NA,0.0210,0.2100,NA,0.2100,40.63,11.66,11.89,86.34,9/17/2019,0.000098,98,0.0024,64.4,156730.6,no,135.3284,1353.284,4.3379,13.6279,0.3205,1380902.2735,0.109,1.219,12.193,0.017,695,338,40,0.51,0.25,0.22,4.19,1.94,0.131,219.8,20.7,8.87,3.37,64.9,17.25,9.93,7.32,82.75,H,0.093,9.3,0.116,11.6,0.081,8.1,0.108,10.8
7_11_ACSA_0_5_500_180913_D,7_11_ACSA_0_5,711,7256,7,11,ACSA,0_5,500,256,9/13/2018,180913,_,181080,D,0.2236,0.3484,NA,0.0467,,0.3327,0.0725,,11.66,11.89,86.34,9/17/2019,0.000098,98,0.0008,8.9,7507.5,no,35.9611,64.8234633420041,2.7964,8.7850,0.7776,366949.7392,0.171,0.111,4.037,0.018,57,17,0,0.88,0.26,0.21,4.19,1.94,0.131,219.8,20.7,8.87,3.37,64.9,17.25,9.93,7.32,82.75,H,0.093,9.3,0.116,11.6,0.081,8.1,0.108,10.8
7_11_ACSA_5_10_500_180913_C,7_11_ACSA_5_10,711,7256,7,11,ACSA,5_10,500,256,9/13/2018,180913,_,181081,C,0.3945,0.3945,0.1807,0.1958,,0.4275,0.4275,,10.55,10.76,87.45,9/17/2019,0.000098,98,0.0049,0.2,1078.0,no,9.4277,9.4277,1.8936,5.9491,2.0086,96201.1821,0.299,0.552,0.552,0.775,6,2,0,0.64,0.21,1.08,4.19,1.94,0.131,219.8,20.7,8.87,3.37,64.9,17.25,9.93,7.32,82.75,H,0.093,9.3,0.116,11.6,0.081,8.1,0.108,10.8
7_11_ACSA_5_10_500_180913_TF,7_11_ACSA_5_10,711,7256,7,11,ACSA,5_10,500,256,9/13/2018,180913,_,181082,TF,0.6850,0.6850,NA,0.2595,,NA,0.2595,,10.55,10.76,87.45,9/17/2019,0.000098,98,0.0030,6.7,19921.6,no,174.2237,174.2237,10.0203,31.4796,0.5751,1777792.3579,0.453,0.229,0.229,1.132,303,199,2,1.74,1.14,0.38,4.19,1.94,0.131,219.8,20.7,8.87,3.37,64.9,17.25,9.93,7.32,82.75,H,0.093,9.3,0.116,11.6,0.081,8.1,0.108,10.8
7_11_ACSA_5_10_500_180913_AF,7_11_ACSA_5_10,711,7256,7,11,ACSA,5_10,500,256,9/13/2018,180913,_,181083,AF,0.5708,1.1190,NA,0.1102,,NA,0.2313,,10.55,10.76,87.45,9/17/2019,0.000098,98,0.0026,52.2,138026.4,no,472.3845,1207.10458096182,16.8792,53.0275,0.3573,4820249.7020,0.474,0.310,4.416,0.052,1243,701,24,1.03,0.58,0.21,4.19,1.94,0.131,219.8,20.7,8.87,3.37,64.9,17.25,9.93,7.32,82.75,H,0.093,9.3,0.116,11.6,0.081,8.1,0.108,10.8
7_11_ACSA_5_10_500_180913_F,7_11_ACSA_5_10,711,7256,7,11,ACSA,5_10,500,256,9/13/2018,180913,_,181084,F,0.0664,0.6640,NA,0.0145,0.1450,NA,0.1450,62.70,10.55,10.76,87.45,9/17/2019,0.000098,98,0.0017,54.0,89461.3,no,78.2380,782.38,2.6250,8.2466,0.3355,798346.5770,0.069,0.505,5.051,0.029,405,159,11,0.52,0.20,0.22,4.19,1.94,0.131,219.8,20.7,8.87,3.37,64.9,17.25,9.93,7.32,82.75,H,0.093,9.3,0.116,11.6,0.081,8.1,0.108,10.8
7_11_ACSA_5_10_500_180913_D,7_11_ACSA_5_10,711,7256,7,11,ACSA,5_10,500,256,9/13/2018,180913,_,181085,D,0.1206,0.2364,NA,0.0218,,NA,0.0457,,10.55,10.76,87.45,9/17/2019,0.000098,98,0.0005,17.1,8953.5,no,30.6427,78.3026190381753,1.8576,5.8357,0.6062,312680.5472,0.088,0.071,1.016,0.045,53,29,0,0.68,0.37,0.19,4.19,1.94,0.131,219.8,20.7,8.87,3.37,64.9,17.25,9.93,7.32,82.75,H,0.093,9.3,0.116,11.6,0.081,8.1,0.108,10.8
7_11_ACSA_10_15_500_180913_C,7_11_ACSA_10_15,711,7256,7,11,ACSA,10_15,500,256,9/13/2018,180913,_,181086,C,0.1122,0.1122,NA,0.0588,,NA,0.0588,,12.61,12.87,85.39,9/17/2019,0.000098,98,0.0007,0.3,186.0,no,1.5882,1.5882,0.4859,1.5265,3.0595,16206.3503,0.117,0.115,0.115,0.512,4,0,0,2.52,0.00,0.52,4.19,1.94,0.131,219.8,20.7,8.87,3.37,64.9,17.25,9.93,7.32,82.75,H,0.093,9.3,0.116,11.6,0.081,8.1,0.108,10.8
7_11_ACSA_10_15_500_180913_TF,7_11_ACSA_10_15,711,7256,7,11,ACSA,10_15,500,256,9/13/2018,180913,_,181087,TF,0.1947,0.1947,NA,0.0633,,NA,0.0633,,12.61,12.87,85.39,9/17/2019,0.000098,98,0.0007,9.8,7248.9,no,61.8949,61.8949,3.6968,11.6137,0.5973,631580.2468,0.173,0.115,0.115,0.549,102,62,2,1.65,1.00,0.33,4.19,1.94,0.131,219.8,20.7,8.87,3.37,64.9,17.25,9.93,7.32,82.75,H,0.093,9.3,0.116,11.6,0.081,8.1,0.108,10.8
7_11_ACSA_10_15_500_180913_AF,7_11_ACSA_10_15,711,7256,7,11,ACSA,10_15,500,256,9/13/2018,180913,_,181088,AF,0.8230,1.4350,NA,0.1673,,NA,0.3148,,12.61,12.87,85.39,9/17/2019,0.000098,98,0.0037,49.3,181755.9,no,703.7886,1551.93555567747,24.8233,77.9846,0.3527,7181516.1514,0.688,0.210,5.211,0.060,1945,1094,67,1.25,0.70,0.22,4.19,1.94,0.131,219.8,20.7,8.87,3.37,64.9,17.25,9.93,7.32,82.75,H,0.093,9.3,0.116,11.6,0.081,8.1,0.108,10.8
7_11_ACSA_10_15_500_180913_F,7_11_ACSA_10_15,711,7256,7,11,ACSA,10_15,500,256,9/13/2018,180913,_,181089,F,0.0747,0.7470,NA,0.0167,0.1670,NA,0.1670,53.05,12.61,12.87,85.39,9/17/2019,0.000098,98,0.0020,52.3,102366.0,no,87.4059,874.059,2.9905,9.3949,0.3421,891896.9762,0.080,0.697,6.965,0.024,377,128,8,0.43,0.15,0.22,4.19,1.94,0.131,219.8,20.7,8.87,3.37,64.9,17.25,9.93,7.32,82.75,H,0.093,9.3,0.116,11.6,0.081,8.1,0.108,10.8
7_11_ACSA_10_15_500_180913_D,7_11_ACSA_10_15,711,7256,7,11,ACSA,10_15,500,256,9/13/2018,180913,_,181090,D,0.1815,0.3165,NA,0.0221,,NA,0.0416,,12.61,12.87,85.39,9/17/2019,0.000098,98,0.0005,11.4,5552.9,no,21.5017,47.4137443225285,2.0305,6.3789,0.9443,219404.7611,0.151,0.082,2.047,0.020,34,16,1,0.72,0.34,0.13,4.19,1.94,0.131,219.8,20.7,8.87,3.37,64.9,17.25,9.93,7.32,82.75,H,0.093,9.3,0.116,11.6,0.081,8.1,0.108,10.8
7_11_ACSA_15_20_500_180913_C,7_11_ACSA_15_20,711,7256,7,11,ACSA,15_20,500,256,9/13/2018,180913,_,181091,C,0.2760,0.2760,NA,0.1411,,NA,0.1411,,13.94,14.23,84.06,9/17/2019,0.000098,98,0.0017,0.3,483.1,no,4.0609,4.0609,1.0972,3.4468,2.7017,41438.1834,0.233,0.195,0.195,0.725,2,0,0,0.49,0.00,0.51,4.19,1.94,0.131,219.8,20.7,8.87,3.37,64.9,17.25,9.93,7.32,82.75,H,0.093,9.3,0.116,11.6,0.081,8.1,0.108,10.8
7_11_ACSA_15_20_500_180913_TF,7_11_ACSA_15_20,711,7256,7,11,ACSA,15_20,500,256,9/13/2018,180913,_,181092,TF,0.5067,0.5067,NA,0.2013,,NA,0.2013,,13.94,14.23,84.06,9/17/2019,0.000098,98,0.0024,4.2,9980.4,no,83.8945,83.8945,5.6869,17.8659,0.6779,856065.9952,0.303,0.231,0.231,0.873,114,71,0,1.36,0.85,0.40,4.19,1.94,0.131,219.8,20.7,8.87,3.37,64.9,17.25,9.93,7.32,82.75,H,0.093,9.3,0.116,11.6,0.081,8.1,0.108,10.8
7_11_ACSA_15_20_500_180913_AF,7_11_ACSA_15_20,711,7256,7,11,ACSA,15_20,500,256,9/13/2018,180913,_,181093,AF,0.5787,0.6985,NA,0.0963,,NA,0.1289,,13.94,14.23,84.06,9/17/2019,0.000098,98,0.0015,54.2,83147.5,no,464.0833,698.929635598797,16.5848,52.1027,0.3574,4735544.1360,0.465,0.404,4.809,0.027,1006,454,28,1.44,0.65,0.18,4.19,1.94,0.131,219.8,20.7,8.87,3.37,64.9,17.25,9.93,7.32,82.75,H,0.093,9.3,0.116,11.6,0.081,8.1,0.108,10.8
7_11_ACSA_15_20_500_180913_F,7_11_ACSA_15_20,711,7256,7,11,ACSA,15_20,500,256,9/13/2018,180913,_,181094,F,0.0151,0.1510,NA,0.0037,0.0370,NA,0.0370,28.71,13.94,14.23,84.06,9/17/2019,0.000098,98,0.0004,65.3,28721.4,no,24.1429,241.429,0.7964,2.5019,0.3299,246355.6448,0.021,0.464,4.640,0.008,126,28,1,0.52,0.12,0.25,4.19,1.94,0.131,219.8,20.7,8.87,3.37,64.9,17.25,9.93,7.32,82.75,H,0.093,9.3,0.116,11.6,0.081,8.1,0.108,10.8
7_11_ACSA_15_20_500_180913_D,7_11_ACSA_15_20,711,7256,7,11,ACSA,15_20,500,256,9/13/2018,180913,_,181095,D,0.1506,0.1818,NA,0.0131,,NA,0.0175,,13.94,14.23,84.06,9/17/2019,0.000098,98,0.0002,11.2,2330.6,no,13.0081,19.5907644012028,1.3242,4.1601,1.0180,132736.0215,0.106,0.022,0.256,0.068,17,7,0,0.87,0.36,0.10,4.19,1.94,0.131,219.8,20.7,8.87,3.37,64.9,17.25,9.93,7.32,82.75,H,0.093,9.3,0.116,11.6,0.081,8.1,0.108,10.8
7_11_ACSA_20_30_500_180913_C,7_11_ACSA_20_30,711,7256,7,11,ACSA,20_30,500,256,9/13/2018,180913,_,181096,C,0.0000,0.0000,NA,0.0000,,NA,0.0000,,31.59,0.00,0.00,9/17/2019,0,0,0.0000,0.0,0.0,no,0,0,0,0,0,0,0,0.000,0.000,0.000,0,0,0,0.00,0.00,0.00,4.19,1.94,0.131,219.8,20.7,8.87,3.37,64.9,17.25,9.93,7.32,82.75,H,0.093,9.3,0.116,11.6,0.081,8.1,0.108,10.8
7_11_ACSA_20_30_500_180913_TF,7_11_ACSA_20_30,711,7256,7,11,ACSA,20_30,500,256,9/13/2018,180913,_,181097,TF,0.4625,0.4625,NA,0.1825,,NA,0.1825,,31.59,16.11,164.41,9/17/2019,0.000196,196,0.0011,6.1,6736.7,no,110.7613,110.7613,6.8682,21.5772,0.6201,565108.4577,0.334,0.160,0.160,1.140,150,94,1,1.35,0.85,0.39,4.19,1.94,0.131,219.8,20.7,8.87,3.37,64.9,17.25,9.93,7.32,82.75,H,0.093,9.3,0.116,11.6,0.081,8.1,0.108,10.8
7_11_ACSA_20_30_500_180913_AF,7_11_ACSA_20_30,711,7256,7,11,ACSA,20_30,500,256,9/13/2018,180913,_,181098,AF,0.6179,1.0702,NA,0.1149,,NA,0.2073,,31.59,16.11,164.41,9/17/2019,0.000196,196,0.0013,52.7,66466.1,no,529.6452,1092.80284388042,19.3718,60.8583,0.3658,2702271.5765,0.556,0.445,6.068,0.034,1187,548,24,1.09,0.50,0.19,4.19,1.94,0.131,219.8,20.7,8.87,3.37,64.9,17.25,9.93,7.32,82.75,H,0.093,9.3,0.116,11.6,0.081,8.1,0.108,10.8
7_11_ACSA_20_30_500_180913_F,7_11_ACSA_20_30,711,7256,7,11,ACSA,20_30,500,256,9/13/2018,180913,_,181099,F,0.0485,0.4850,NA,0.0098,0.0980,NA,0.0980,47.26,31.59,16.11,164.41,9/17/2019,0.000196,196,0.0006,58.7,35002.2,no,57.5488,575.488,1.8874,5.9295,0.3280,293616.4144,0.049,0.623,6.232,0.016,244,54,9,0.42,0.09,0.20,4.19,1.94,0.131,219.8,20.7,8.87,3.37,64.9,17.25,9.93,7.32,82.75,H,0.093,9.3,0.116,11.6,0.081,8.1,0.108,10.8
7_11_ACSA_20_30_500_180913_D,7_11_ACSA_20_30,711,7256,7,11,ACSA,20_30,500,256,9/13/2018,180913,_,181100,D,0.0447,0.0774,NA,0.0069,,NA,0.0125,,31.59,16.11,164.41,9/17/2019,0.000196,196,0.0001,19.2,1455.3,no,11.5966,23.9269561195754,0.8012,2.5172,0.6909,59166.2005,0.043,0.048,0.657,0.019,15,9,0,0.63,0.38,0.16,4.19,1.94,0.131,219.8,20.7,8.87,3.37,64.9,17.25,9.93,7.32,82.75,H,0.093,9.3,0.116,11.6,0.081,8.1,0.108,10.8
7_12_QURU_0_5_500_180913_C,7_12_QURU_0_5,712,7256,7,12,QURU,0_5,500,256,9/13/2018,180913,_,181101,C,0.0000,0.0000,NA,0.0000,,NA,0.0000,,7.83,0.00,0.00,9/18/2019,0,0,0.0000,0.0,0.0,no,0,0,0,0,0,0,0,0.000,0.000,0.000,0,0,0,0.00,0.00,0.00,3.97,1.79,0.113,181.8,18.1,15.75,2.85,57.6,19.75,9.93,9.82,80.25,H,0.093,9.3,0.116,11.6,0.081,8.1,0.108,10.8
7_12_QURU_0_5_500_180913_TF,7_12_QURU_0_5,712,7256,7,12,QURU,0_5,500,256,9/13/2018,180913,_,181102,TF,0.5111,0.5111,NA,0.1583,,NA,0.1583,,7.83,7.99,90.17,9/18/2019,0.000098,98,0.0018,10.1,17690.6,no,159.5222,159.5222,8.2712,25.9849,0.5185,1627777.6856,0.337,0.046,0.046,3.471,251,116,5,1.57,0.73,0.31,3.97,1.79,0.113,181.8,18.1,15.75,2.85,57.6,19.75,9.93,9.82,80.25,H,0.093,9.3,0.116,11.6,0.081,8.1,0.108,10.8
7_12_QURU_0_5_500_180913_AF,7_12_QURU_0_5,712,7256,7,12,QURU,0_5,500,256,9/13/2018,180913,_,181103,AF,1.7459,2.7246,1.3415,0.3762,,0.4896,0.8989,,7.83,7.99,90.17,9/18/2019,0.000098,98,0.0100,68.4,681555.1,no,3296.1618,6145.82869032501,81.0152,254.5168,0.2458,33634304.0680,1.564,0.476,12.568,0.072,11238,15236,2888,1.83,2.48,0.33,3.97,1.79,0.113,181.8,18.1,15.75,2.85,57.6,19.75,9.93,9.82,80.25,H,0.093,9.3,0.116,11.6,0.081,8.1,0.108,10.8
7_12_QURU_0_5_500_180913_F,7_12_QURU_0_5,712,7256,7,12,QURU,0_5,500,256,9/13/2018,180913,_,181104,F,0.1063,1.0630,NA,0.0431,0.4310,NA,0.4310,47.95,7.83,7.99,90.17,9/18/2019,0.000098,98,0.0048,66.9,319776.4,no,288.3539,2883.539,7.0933,22.2843,0.2460,2942386.3489,0.137,1.616,16.162,0.027,2000,1239,138,0.69,0.43,0.41,3.97,1.79,0.113,181.8,18.1,15.75,2.85,57.6,19.75,9.93,9.82,80.25,H,0.093,9.3,0.116,11.6,0.081,8.1,0.108,10.8
7_12_QURU_0_5_500_180913_D,7_12_QURU_0_5,712,7256,7,12,QURU,0_5,500,256,9/13/2018,180913,_,181105,D,0.1503,0.2346,NA,0.0260,,0.4896,0.0477,,7.83,7.99,90.17,9/18/2019,0.000098,98,0.0005,15.3,8101.2,no,39.1793,73.0514096749895,2.2564,7.0886,0.5759,399788.5611,0.102,0.160,4.231,0.011,103,23,2,1.41,0.31,0.20,3.97,1.79,0.113,181.8,18.1,15.75,2.85,57.6,19.75,9.93,9.82,80.25,H,0.093,9.3,0.116,11.6,0.081,8.1,0.108,10.8
7_12_QURU_5_10_500_180913_C,7_12_QURU_5_10,712,7256,7,12,QURU,5_10,500,256,9/13/2018,180913,_,181106,C,0.5042,0.5042,NA,0.2617,,NA,0.2617,,9.94,10.14,88.06,9/18/2019,0.000098,98,0.0030,0.3,927.4,no,8.1669,8.1669,2.2017,6.9168,2.6959,83335.6866,0.466,0.129,0.129,2.032,6,4,0,0.73,0.49,0.52,3.97,1.79,0.113,181.8,18.1,15.75,2.85,57.6,19.75,9.93,9.82,80.25,H,0.093,9.3,0.116,11.6,0.081,8.1,0.108,10.8
7_12_QURU_5_10_500_180913_TF,7_12_QURU_5_10,712,7256,7,12,QURU,5_10,500,256,9/13/2018,180913,_,181107,TF,0.2196,0.2196,NA,0.1045,,NA,0.1045,,9.94,10.14,88.06,9/18/2019,0.000098,98,0.0012,12.0,14253.7,no,125.5160,125.5160,5.4060,16.9835,0.4307,1280775.1661,0.183,0.494,0.494,0.212,140,60,0,1.12,0.48,0.48,3.97,1.79,0.113,181.8,18.1,15.75,2.85,57.6,19.75,9.93,9.82,80.25,H,0.093,9.3,0.116,11.6,0.081,8.1,0.108,10.8
